emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
31,64,116,761,719,436,84,49
30,69,113,707,801,458,75,45
31,77,96,646,760,490,79,82
29,68,103,676,648,497,83,34
34,73,108,720,677,478,82,75
36,73,106,687,603,474,84,90
34,73,111,657,552,453,74,94
35,54,114,740,620,422,76,95
37,53,111,657,641,430,76,96
34,55,112,739,645,469,81,68
31,64,116,761,719,436,84,49
30,69,113,707,801,458,75,45
31,77,96,646,760,490,79,82
28,79,103,714,711,487,74,85
31,80,96,613,697,491,85,89
31,76,94,576,615,512,88,90
33,73,95,643,668,474,91,88
30,76,99,618,746,477,90,54
29,72,100,529,743,457,94,46
23,64,101,540,740,392,76,41
21,61,103,633,867,503,90,37
23,62,98,571,883,519,91,48
26,63,100,608,913,461,88,87
35,67,100,656,910,520,91,112
39,74,100,639,907,553,100,118
41,77,91,534,810,432,86,121
39,72,92,526,687,466,88,118
38,71,87,484,510,486,96,95
32,74,78,474,631,438,92,69
28,75,98,511,620,434,83,58
27,71,97,535,620,442,85,61
25,71,101,544,658,478,81,98
29,68,108,581,766,578,82,100
35,67,100,656,910,520,91,112
39,74,100,639,907,553,100,118
41,77,91,534,810,432,86,121
39,72,92,526,687,466,88,118
38,71,87,484,510,486,96,95
32,74,78,474,631,438,92,69
28,75,98,511,620,434,83,58
27,71,97,535,620,442,85,61
25,71,101,544,658,478,81,98
29,68,108,581,766,578,82,100
28,62,112,536,673,568,83,98
29,58,109,573,706,546,85,99
30,60,125,637,779,544,69,93
33,68,130,653,831,490,83,53
29,67,127,626,752,412,74,57
31,74,130,660,775,460,83,113
30,73,127,662,752,459,79,117
31,76,123,647,740,456,82,120
31,77,123,662,670,455,76,120
32,84,122,678,662,400,90,114
32,79,115,710,638,441,85,61
33,82,111,734,648,478,86,51
36,86,105,727,606,487,87,42
35,81,97,700,609,524,79,39
35,73,107,680,672,533,66,46
37,80,124,659,702,507,67,92
40,78,124,609,754,515,65,95
38,76,127,612,771,530,59,96
40,79,134,687,839,512,58,96
40,78,130,679,852,533,52,95
32,79,115,710,638,441,85,61
33,82,111,734,648,478,86,51
36,86,105,727,606,487,87,42
35,81,97,700,609,524,79,39
35,73,107,680,672,533,66,46
37,80,124,659,702,507,67,92
40,78,124,609,754,515,65,95
38,76,127,612,771,530,59,96
40,79,134,687,839,512,58,96
40,78,130,679,852,533,52,95
37,75,121,627,824,501,58,51
33,73,121,608,848,495,61,43
30,68,115,577,908,467,62,39
27,62,109,541,881,430,65,37
24,68,109,549,832,412,64,30
23,59,105,600,828,395,55,25
25,58,109,578,769,392,52,26
26,55,106,565,627,418,51,28
26,55,107,542,646,455,71,33
29,55,107,553,695,455,70,35
30,59,101,496,721,504,71,79
28,61,96,495,748,473,74,85
27,62,95,616,829,521,78,89
27,62,106,611,797,537,60,89
24,51,103,604,740,535,75,89
24,55,104,607,808,554,90,59
30,69,99,747,756,545,90,50
32,72,115,751,752,502,87,42
33,71,96,741,708,484,87,39
35,72,112,803,796,487,80,38
30,59,101,496,721,504,71,79
28,61,96,495,748,473,74,85
27,62,95,616,829,521,78,89
27,62,106,611,797,537,60,89
24,51,103,604,740,535,75,89
24,55,104,607,808,554,90,59
30,69,99,747,756,545,90,50
32,72,115,751,752,502,87,42
33,71,96,741,708,484,87,39
35,72,112,803,796,487,80,38
33,67,110,795,741,455,83,29
30,58,116,700,773,466,89,57
28,55,118,703,691,421,88,83
24,59,121,702,676,410,88,86
29,62,103,677,668,447,84,86
30,61,104,707,645,435,65,88
28,57,98,754,638,557,71,75
29,59,83,651,685,564,81,48
30,53,84,627,721,561,81,44
27,57,88,577,631,538,81,84
35,67,114,647,619,532,80,89
35,69,114,593,630,472,76,88
34,83,113,612,599,492,75,88
34,83,114,639,577,542,78,88
32,81,128,679,593,550,82,52
29,84,118,594,626,547,91,64
30,84,121,600,602,513,92,86
31,69,120,593,621,505,102,89
32,71,114,556,626,427,101,121
31,66,102,576,638,427,104,121
35,67,114,647,619,532,80,89
35,69,114,593,630,472,76,88
34,83,113,612,599,492,75,88
34,83,114,639,577,542,78,88
32,81,128,679,593,550,82,52
29,84,118,594,626,547,91,64
30,84,121,600,602,513,92,86
31,69,120,593,621,505,102,89
32,71,114,556,626,427,101,121
31,66,102,576,638,427,104,121
30,63,105,569,629,417,98,113
28,60,98,514,683,403,90,103
30,61,97,469,684,375,79,119
33,76,99,487,661,425,105,95
35,77,103,488,735,381,113,94
31,70,115,650,749,373,116,95
34,69,124,664,726,414,116,137
30,67,123,673,747,474,123,155
27,55,123,659,803,475,101,156
26,76,124,606,765,473,88,159
27,78,107,458,763,459,85,158
26,79,108,534,828,434,87,121
29,78,102,535,828,369,79,206
31,72,102,533,831,299,89,211
32,46,89,533,815,297,111,219
30,43,77,573,809,276,122,225
36,45,52,457,694,195,160,309
39,59,53,433,648,280,171,302
48,63,52,431,652,298,215,361
124,107,48,364,597,292,247,368
27,78,107,458,763,459,85,158
26,79,108,534,828,434,87,121
29,78,102,535,828,369,79,206
31,72,102,533,831,299,89,211
32,46,89,533,815,297,111,219
30,43,77,573,809,276,122,225
36,45,52,457,694,195,160,309
39,59,53,433,648,280,171,302
48,63,52,431,652,298,215,361
124,107,48,364,597,292,247,368
161,120,46,183,526,297,267,427
204,134,52,166,510,300,256,417
225,132,54,141,461,205,272,402
254,138,53,131,370,150,285,389
240,131,51,113,414,145,290,386
236,120,54,109,459,139,304,342
211,109,60,108,452,129,333,298
197,116,64,125,476,115,318,300
158,113,67,119,409,125,303,252
145,88,70,122,389,122,275,292
112,87,69,118,345,116,245,280
86,83,62,117,353,119,208,299
65,66,56,103,411,161,211,285
60,56,57,96,448,368,184,296
39,62,54,95,465,374,179,251
40,69,66,112,471,384,194,257
40,61,66,119,494,387,185,254
36,60,64,137,445,375,175,233
31,62,59,156,481,200,158,205
30,60,65,169,517,243,147,194
112,87,69,118,345,116,245,280
86,83,62,117,353,119,208,299
65,66,56,103,411,161,211,285
60,56,57,96,448,368,184,296
39,62,54,95,465,374,179,251
40,69,66,112,471,384,194,257
40,61,66,119,494,387,185,254
36,60,64,137,445,375,175,233
31,62,59,156,481,200,158,205
30,60,65,169,517,243,147,194
22,51,60,182,604,293,104,175
20,54,66,205,605,301,129,116
26,59,67,192,602,303,165,216
29,74,69,174,533,295,174,229
31,68,69,162,574,257,177,243
32,68,66,137,506,174,186,239
29,74,58,97,501,158,161,242
26,72,63,109,521,173,122,180
26,60,61,111,517,156,106,202
26,65,65,120,417,171,134,217
26,75,64,172,456,216,122,217
27,67,68,178,486,253,121,214
27,75,66,177,517,285,140,188
24,73,72,173,550,292,146,149
26,67,60,161,526,279,136,143
26,54,53,132,488,252,143,163
26,65,47,120,425,220,175,169
25,60,58,117,374,199,158,177
23,68,59,126,342,190,157,177
22,73,78,142,343,181,132,148
26,75,64,172,456,216,122,217
27,67,68,178,486,253,121,214
27,75,66,177,517,285,140,188
24,73,72,173,550,292,146,149
26,67,60,161,526,279,136,143
26,54,53,132,488,252,143,163
26,65,47,120,425,220,175,169
25,60,58,117,374,199,158,177
23,68,59,126,342,190,157,177
22,73,78,142,343,181,132,148
21,75,83,120,309,174,121,110
23,74,89,126,328,156,67,112
26,98,83,129,339,90,62,117
28,97,84,134,403,124,102,115
26,94,67,130,495,123,111,146
27,96,65,123,496,125,119,167
28,94,59,118,489,128,120,169
29,67,65,112,537,146,126,191
28,58,57,105,498,149,99,194
29,59,57,88,393,152,101,170
29,86,61,88,386,154,119,173
29,95,67,95,460,173,126,213
26,95,60,93,390,167,129,190
25,100,58,90,438,142,127,187
25,101,62,96,449,149,119,189
24,75,61,96,485,151,92,171
20,88,52,91,421,148,101,100
18,93,58,87,466,161,104,84
25,107,65,78,446,162,105,117
25,117,64,78,491,152,140,110
33,77,146,885,745,634,82,33
34,74,170,882,781,638,73,31
33,73,175,863,824,618,70,31
36,76,177,876,906,634,73,34
38,82,215,964,951,588,75,34
37,78,205,944,1003,560,81,38
32,81,184,977,951,497,79,36
37,79,180,969,897,501,79,36
34,74,167,993,813,493,75,35
36,67,113,884,776,495,73,36
41,77,107,904,743,572,68,34
43,74,108,844,814,621,77,35
40,84,126,810,830,561,68,34
42,92,130,790,904,577,74,33
38,89,140,836,924,612,79,33
32,84,140,778,956,546,77,30
30,90,155,770,927,538,75,31
33,86,139,818,898,547,78,31
32,86,138,798,875,529,72,29
33,84,129,758,850,468,63,27
33,79,126,736,743,527,65,27
36,70,108,799,780,538,63,26
35,61,107,731,728,582,64,29
35,54,106,704,715,584,63,32
34,54,127,752,726,617,65,32
34,65,140,801,813,577,67,34
32,67,139,735,726,550,63,33
33,69,151,780,719,523,60,30
30,62,146,766,734,526,62,28
29,65,124,694,747,528,59,27
33,79,126,736,743,527,65,27
36,70,108,799,780,538,63,26
35,61,107,731,728,582,64,29
35,54,106,704,715,584,63,32
34,54,127,752,726,617,65,32
34,65,140,801,813,577,67,34
32,67,139,735,726,550,63,33
33,69,151,780,719,523,60,30
30,62,146,766,734,526,62,28
29,65,124,694,747,528,59,27
32,61,110,595,732,551,53,24
36,66,107,668,750,532,55,23
34,66,93,650,763,520,57,21
35,69,92,638,795,524,59,22
40,86,99,677,740,502,62,24
39,88,95,701,720,479,62,26
34,86,100,599,687,474,59,25
35,87,107,615,649,447,61,26
38,82,123,663,542,497,70,28
38,60,123,711,543,494,69,33
38,50,125,754,501,525,76,33
42,63,123,746,545,543,76,35
42,63,118,772,577,547,73,37
37,67,111,827,585,514,64,35
37,69,100,803,659,510,64,31
36,77,100,819,671,510,76,34
30,67,98,891,739,531,83,34
32,73,117,879,734,506,81,35
36,73,126,857,764,496,80,35
33,77,135,825,742,494,80,35
38,50,125,754,501,525,76,33
42,63,123,746,545,543,76,35
42,63,118,772,577,547,73,37
37,67,111,827,585,514,64,35
37,69,100,803,659,510,64,31
36,77,100,819,671,510,76,34
30,67,98,891,739,531,83,34
32,73,117,879,734,506,81,35
36,73,126,857,764,496,80,35
33,77,135,825,742,494,80,35
32,73,133,769,775,491,64,32
34,73,127,732,719,444,56,32
36,74,115,798,817,468,70,33
34,73,115,809,824,479,78,34
34,65,118,846,817,473,79,34
37,73,123,843,791,420,80,33
36,71,125,826,761,435,78,32
33,62,130,713,655,475,67,29
41,74,123,783,693,431,59,30
39,74,114,736,729,444,57,28
36,61,122,775,738,443,54,29
34,61,130,828,820,459,54,29
36,66,119,817,813,445,51,29
27,53,115,691,718,435,46,29
27,54,112,672,669,439,45,29
31,65,99,606,692,440,50,30
34,67,97,589,628,451,55,31
31,66,93,577,609,414,56,33
33,70,83,572,676,446,56,30
36,72,94,650,640,425,60,32
36,61,122,775,738,443,54,29
34,61,130,828,820,459,54,29
36,66,119,817,813,445,51,29
27,53,115,691,718,435,46,29
27,54,112,672,669,439,45,29
31,65,99,606,692,440,50,30
34,67,97,589,628,451,55,31
31,66,93,577,609,414,56,33
33,70,83,572,676,446,56,30
36,72,94,650,640,425,60,32
32,64,108,720,562,441,56,29
31,77,112,668,555,441,53,27
33,78,126,800,621,453,56,25
32,82,135,793,580,469,62,25
29,79,127,780,688,472,58,26
30,81,116,725,725,447,57,27
30,73,105,742,759,429,57,29
31,79,98,682,717,437,55,30
30,77,108,703,726,433,57,32
40,98,118,715,703,432,67,32
41,95,113,767,733,433,66,33
41,90,112,739,695,466,71,32
43,84,107,695,694,484,77,36
41,78,97,687,677,437,70,32
32,65,94,639,620,471,64,33
31,68,106,542,599,524,66,32
32,71,118,572,678,464,60,33
31,77,114,567,651,438,57,28
34,75,107,573,714,477,58,32
36,66,100,607,742,444,57,30
41,95,113,767,733,433,66,33
41,90,112,739,695,466,71,32
43,84,107,695,694,484,77,36
41,78,97,687,677,437,70,32
32,65,94,639,620,471,64,33
31,68,106,542,599,524,66,32
32,71,118,572,678,464,60,33
31,77,114,567,651,438,57,28
34,75,107,573,714,477,58,32
36,66,100,607,742,444,57,30
35,67,90,615,754,449,64,34
33,63,85,622,651,453,62,32
36,56,106,643,683,423,56,33
34,72,106,672,633,404,55,31
33,74,110,699,682,435,55,32
32,72,106,687,672,398,55,30
33,74,104,672,753,466,60,32
29,98,94,693,735,503,63,32
28,88,118,754,709,505,64,31
31,84,113,708,667,521,62,29
36,86,121,838,618,474,54,29
36,87,136,850,574,495,60,32
35,61,143,803,604,485,57,32
37,62,133,726,644,526,58,32
34,68,137,747,629,533,64,33
29,76,147,664,644,553,65,31
27,74,128,633,635,520,55,25
28,69,114,667,592,573,59,25
31,68,113,720,554,540,60,26
32,63,110,668,606,540,58,22
36,86,121,838,618,474,54,29
36,87,136,850,574,495,60,32
35,61,143,803,604,485,57,32
37,62,133,726,644,526,58,32
34,68,137,747,629,533,64,33
29,76,147,664,644,553,65,31
27,74,128,633,635,520,55,25
28,69,114,667,592,573,59,25
31,68,113,720,554,540,60,26
32,63,110,668,606,540,58,22
34,53,89,651,641,558,55,24
37,62,99,813,593,512,53,25
37,65,110,805,717,498,65,32
34,75,97,730,781,491,65,32
38,77,105,804,709,418,65,35
39,81,115,777,647,408,68,34
35,75,108,667,674,415,68,33
36,79,116,756,551,406,60,30
41,80,127,778,453,443,63,30
36,82,125,693,583,449,60,27
32,77,116,711,599,442,60,26
33,86,129,690,603,474,61,26
37,82,112,583,635,411,61,27
31,72,106,510,682,366,57,27
34,68,100,549,601,410,58,29
35,80,117,525,596,438,54,30
38,72,104,485,603,413,54,32
32,68,106,513,567,440,49,29
31,66,101,534,509,455,49,27
31,73,104,494,467,432,50,26
32,77,116,711,599,442,60,26
33,86,129,690,603,474,61,26
37,82,112,583,635,411,61,27
31,72,106,510,682,366,57,27
34,68,100,549,601,410,58,29
35,80,117,525,596,438,54,30
38,72,104,485,603,413,54,32
32,68,106,513,567,440,49,29
31,66,101,534,509,455,49,27
31,73,104,494,467,432,50,26
30,67,92,534,529,388,59,27
25,67,112,659,691,440,62,29
27,71,111,616,736,417,68,34
29,74,117,619,759,395,66,36
31,71,123,679,774,415,67,37
34,73,121,679,738,422,61,37
35,70,104,569,593,346,55,34
35,76,104,628,561,380,46,28
36,82,104,621,538,393,50,30
35,85,97,560,664,377,51,31
32,77,95,501,669,404,51,29
34,83,91,488,661,426,52,31
30,78,98,493,654,427,54,31
28,75,93,529,630,478,51,29
26,66,93,554,615,480,54,28
32,69,97,555,645,499,59,30
31,63,101,569,657,572,65,29
33,62,102,605,639,552,66,30
32,60,98,671,707,498,68,28
32,62,95,725,706,495,69,27
32,77,95,501,669,404,51,29
34,83,91,488,661,426,52,31
30,78,98,493,654,427,54,31
28,75,93,529,630,478,51,29
26,66,93,554,615,480,54,28
32,69,97,555,645,499,59,30
31,63,101,569,657,572,65,29
33,62,102,605,639,552,66,30
32,60,98,671,707,498,68,28
32,62,95,725,706,495,69,27
26,59,89,745,728,488,67,27
30,61,88,772,866,439,71,29
28,64,80,694,904,433,70,28
34,76,91,658,865,466,69,29
34,82,99,639,779,457,65,32
35,83,105,632,740,415,69,35
33,80,107,642,601,477,77,37
40,82,109,716,574,495,78,38
41,75,110,683,682,564,97,45
44,74,100,668,726,661,104,47
45,73,93,730,734,678,103,43
49,84,93,745,710,621,98,43
45,77,91,701,726,625,98,43
38,71,86,767,631,539,78,36
40,73,91,742,680,401,69,34
39,79,88,708,712,412,65,35
33,68,98,699,792,456,55,30
33,67,105,790,757,437,54,31
39,75,111,742,756,459,59,31
34,69,104,748,728,479,58,29
45,73,93,730,734,678,103,43
49,84,93,745,710,621,98,43
45,77,91,701,726,625,98,43
38,71,86,767,631,539,78,36
40,73,91,742,680,401,69,34
39,79,88,708,712,412,65,35
33,68,98,699,792,456,55,30
33,67,105,790,757,437,54,31
39,75,111,742,756,459,59,31
34,69,104,748,728,479,58,29
31,58,106,731,692,445,53,27
35,62,92,750,590,454,62,29
37,66,112,711,618,473,67,27
36,68,115,769,668,464,70,27
35,64,119,773,641,489,72,26
42,68,145,878,682,502,75,29
42,70,147,870,658,455,76,30
41,82,126,792,722,444,71,31
43,79,161,806,691,445,70,36
45,79,173,868,710,429,71,38
39,80,152,759,698,421,69,37
35,77,160,712,761,448,59,34
35,73,168,760,765,482,72,33
33,83,132,644,752,480,67,28
32,85,119,510,733,503,73,28
32,81,128,649,698,514,79,29
36,82,122,614,683,470,79,30
37,77,112,563,622,490,68,32
33,61,101,620,649,485,65,30
31,62,112,817,604,452,57,28
39,80,152,759,698,421,69,37
35,77,160,712,761,448,59,34
35,73,168,760,765,482,72,33
33,83,132,644,752,480,67,28
32,85,119,510,733,503,73,28
32,81,128,649,698,514,79,29
36,82,122,614,683,470,79,30
37,77,112,563,622,490,68,32
33,61,101,620,649,485,65,30
31,62,112,817,604,452,57,28
39,62,107,739,607,442,54,28
36,71,106,758,551,471,58,30
38,69,115,811,559,450,64,33
45,68,116,811,586,493,73,36
45,66,100,614,725,492,76,38
39,67,102,551,811,519,84,40
42,57,103,574,843,495,83,40
42,55,88,516,869,465,78,52
39,61,90,486,829,431,85,145
39,63,84,466,770,417,99,164
39,69,72,497,698,357,109,168
37,68,59,414,657,338,120,172
33,72,65,359,648,289,128,212
31,69,62,277,653,224,139,212
32,71,66,270,580,184,171,280
43,71,64,161,516,167,265,333
121,78,63,144,510,257,338,385
129,87,55,151,441,268,357,385
143,88,50,145,392,279,364,400
161,94,47,140,418,279,368,393
39,69,72,497,698,357,109,168
37,68,59,414,657,338,120,172
33,72,65,359,648,289,128,212
31,69,62,277,653,224,139,212
32,71,66,270,580,184,171,280
43,71,64,161,516,167,265,333
121,78,63,144,510,257,338,385
129,87,55,151,441,268,357,385
143,88,50,145,392,279,364,400
161,94,47,140,418,279,368,393
220,95,47,136,433,268,314,372
226,89,49,130,415,167,269,385
231,78,55,89,367,143,314,393
226,86,65,79,361,116,344,418
217,83,67,101,413,114,332,390
165,76,66,114,436,124,343,377
115,73,63,112,454,132,338,339
97,82,61,112,465,131,273,325
98,81,60,129,494,123,216,282
94,75,59,108,406,105,240,274
70,78,58,94,420,102,217,262
58,79,59,94,567,351,215,236
54,65,57,129,608,381,218,212
31,54,47,125,600,404,218,154
26,50,54,129,593,406,174,154
28,43,55,127,546,406,180,198
26,53,54,136,403,232,130,206
24,57,57,105,434,333,119,204
25,68,73,98,489,333,117,200
26,69,65,150,514,354,110,185
70,78,58,94,420,102,217,262
58,79,59,94,567,351,215,236
54,65,57,129,608,381,218,212
31,54,47,125,600,404,218,154
26,50,54,129,593,406,174,154
28,43,55,127,546,406,180,198
26,53,54,136,403,232,130,206
24,57,57,105,434,333,119,204
25,68,73,98,489,333,117,200
26,69,65,150,514,354,110,185
22,79,66,170,522,353,65,152
20,74,65,164,498,353,62,113
25,72,63,177,503,222,101,166
28,65,47,183,499,311,143,183
29,76,49,143,508,355,150,186
30,69,54,129,492,361,151,172
29,67,55,123,472,364,151,169
25,68,53,103,380,362,127,113
20,69,49,104,372,268,92,77
21,59,49,113,356,186,87,103
22,58,46,103,381,170,116,136
23,71,43,104,409,171,136,154
24,69,57,115,422,186,142,155
24,72,56,110,428,169,143,197
24,71,56,108,421,147,187,212
24,77,53,111,432,142,180,222
25,67,57,126,421,126,216,245
25,68,58,239,397,131,216,253
29,64,65,248,322,175,225,228
31,78,65,249,405,186,199,203
22,58,46,103,381,170,116,136
23,71,43,104,409,171,136,154
24,69,57,115,422,186,142,155
24,72,56,110,428,169,143,197
24,71,56,108,421,147,187,212
24,77,53,111,432,142,180,222
25,67,57,126,421,126,216,245
25,68,58,239,397,131,216,253
29,64,65,248,322,175,225,228
31,78,65,249,405,186,199,203
29,72,75,250,382,203,208,174
29,75,73,251,443,207,167,149
30,80,77,153,463,191,169,145
28,91,75,131,484,158,148,152
26,82,76,140,409,219,149,149
26,82,69,141,408,215,150,143
25,78,75,159,386,218,137,119
23,75,63,151,347,218,153,115
28,74,61,151,382,219,154,156
30,72,59,140,406,160,169,167
30,75,56,139,496,152,149,171
30,73,54,102,495,175,158,168
31,70,55,103,514,186,141,164
26,53,54,144,487,180,140,110
24,68,56,151,468,165,127,101
26,65,67,158,363,161,156,127
26,67,70,160,339,134,152,127
25,73,67,162,439,161,156,129
26,75,65,124,425,160,156,168
26,67,64,129,426,168,137,167
33,75,195,849,691,512,62,35
42,82,194,822,677,510,63,35
45,91,191,893,661,503,69,38
45,91,189,908,668,592,64,38
48,99,204,931,658,579,62,36
48,90,184,975,653,609,62,35
43,89,177,976,754,600,59,33
39,84,177,944,714,558,53,28
40,99,158,900,736,462,59,33
40,89,141,896,766,472,60,35
38,86,144,829,784,499,63,34
34,84,137,804,709,470,65,35
36,96,166,762,796,479,67,36
33,86,166,741,846,499,61,30
29,93,159,758,819,474,63,29
29,95,158,798,812,419,63,30
29,99,171,828,817,473,61,30
30,88,147,959,796,452,57,28
32,81,144,954,736,442,65,31
36,78,167,1018,753,484,63,34
38,77,169,993,753,477,62,35
37,69,169,1001,817,414,65,34
34,73,169,906,798,479,67,35
33,80,176,883,754,454,63,34
30,80,150,710,764,432,65,32
27,81,149,682,803,422,62,29
34,82,141,650,808,431,59,30
38,87,141,703,802,396,69,33
36,81,136,769,852,405,66,33
37,76,135,840,888,421,66,32
38,77,169,993,753,477,62,35
37,69,169,1001,817,414,65,34
34,73,169,906,798,479,67,35
33,80,176,883,754,454,63,34
30,80,150,710,764,432,65,32
27,81,149,682,803,422,62,29
34,82,141,650,808,431,59,30
38,87,141,703,802,396,69,33
36,81,136,769,852,405,66,33
37,76,135,840,888,421,66,32
40,76,127,917,868,420,67,34
36,74,129,873,775,421,69,35
31,78,139,805,747,411,56,29
34,86,141,869,760,424,56,29
32,90,150,888,666,407,56,28
31,85,147,776,660,407,55,29
30,81,137,793,710,409,58,29
37,74,124,787,797,453,60,32
35,67,124,679,844,484,65,32
37,74,100,694,892,502,67,35
37,76,107,704,918,519,66,33
36,76,118,732,900,545,62,32
30,73,113,734,848,581,61,30
30,72,110,813,778,565,55,30
30,67,110,717,764,541,48,24
28,63,104,807,723,572,50,24
31,69,105,900,713,552,54,25
31,67,140,1043,688,505,61,26
36,69,160,1081,665,496,67,25
36,61,170,1150,644,493,78,32
37,76,107,704,918,519,66,33
36,76,118,732,900,545,62,32
30,73,113,734,848,581,61,30
30,72,110,813,778,565,55,30
30,67,110,717,764,541,48,24
28,63,104,807,723,572,50,24
31,69,105,900,713,552,54,25
31,67,140,1043,688,505,61,26
36,69,160,1081,665,496,67,25
36,61,170,1150,644,493,78,32
37,63,169,1115,708,488,79,32
41,69,188,1098,752,469,76,30
44,69,190,981,707,426,70,31
41,69,185,913,688,428,66,33
40,77,185,884,668,498,63,28
39,89,194,945,625,509,60,28
33,81,180,889,624,532,61,29
27,82,158,914,655,555,62,30
28,79,147,857,698,561,61,28
32,77,137,859,720,544,58,31
34,70,127,818,716,551,64,32
36,70,114,813,684,573,68,34
37,73,103,791,673,565,73,35
38,76,125,901,634,549,77,37
37,76,124,864,662,500,76,37
40,78,121,840,650,443,74,37
42,92,143,871,695,391,70,36
41,85,150,895,778,464,65,34
39,84,136,878,828,508,61,30
42,84,143,845,834,549,59,27
34,70,127,818,716,551,64,32
36,70,114,813,684,573,68,34
37,73,103,791,673,565,73,35
38,76,125,901,634,549,77,37
37,76,124,864,662,500,76,37
40,78,121,840,650,443,74,37
42,92,143,871,695,391,70,36
41,85,150,895,778,464,65,34
39,84,136,878,828,508,61,30
42,84,143,845,834,549,59,27
39,90,152,868,803,540,60,30
35,77,129,802,745,534,57,28
35,80,132,798,698,449,52,26
42,86,131,737,683,380,59,32
38,82,132,788,635,332,57,31
37,67,137,768,748,318,52,29
37,65,138,758,819,409,53,29
37,62,131,819,830,411,52,32
31,61,138,802,837,441,43,29
33,63,147,756,864,467,47,32
34,65,146,766,828,508,65,31
35,66,157,774,797,495,71,33
33,63,156,636,780,566,74,32
31,54,145,610,819,557,78,32
29,47,137,720,822,521,75,29
27,52,126,687,818,477,69,32
30,53,118,768,779,483,70,33
34,66,127,889,818,405,69,33
32,68,149,951,749,460,65,34
31,71,145,890,766,466,65,35
34,65,146,766,828,508,65,31
35,66,157,774,797,495,71,33
33,63,156,636,780,566,74,32
31,54,145,610,819,557,78,32
29,47,137,720,822,521,75,29
27,52,126,687,818,477,69,32
30,53,118,768,779,483,70,33
34,66,127,889,818,405,69,33
32,68,149,951,749,460,65,34
31,71,145,890,766,466,65,35
32,65,165,940,737,468,58,32
30,65,164,851,833,465,53,30
27,67,169,796,820,443,52,31
31,70,171,892,808,372,55,27
32,67,168,923,777,384,59,27
32,69,148,864,778,432,59,27
32,67,148,888,671,420,59,27
34,56,152,882,688,450,63,27
32,48,144,849,700,475,62,31
33,75,153,819,646,570,61,30
39,86,159,812,691,531,59,31
42,86,175,830,836,516,61,30
39,84,160,848,779,516,56,30
40,86,152,768,840,518,52,27
40,68,161,818,903,444,55,27
35,73,161,828,864,453,60,27
31,93,140,846,769,470,57,27
37,97,143,774,848,467,58,27
37,96,144,869,788,442,60,30
33,97,124,821,758,427,58,29
39,86,159,812,691,531,59,31
42,86,175,830,836,516,61,30
39,84,160,848,779,516,56,30
40,86,152,768,840,518,52,27
40,68,161,818,903,444,55,27
35,73,161,828,864,453,60,27
31,93,140,846,769,470,57,27
37,97,143,774,848,467,58,27
37,96,144,869,788,442,60,30
33,97,124,821,758,427,58,29
37,92,114,852,837,431,51,28
38,74,113,811,816,396,48,28
34,85,119,842,758,387,47,28
33,84,113,701,825,401,46,25
39,86,114,687,858,389,47,25
34,79,112,618,815,448,51,24
33,83,117,718,776,487,51,26
31,69,110,708,754,519,58,25
34,72,111,732,710,511,57,26
28,68,102,755,679,546,61,27
32,66,119,849,624,485,64,29
33,55,112,784,715,494,68,27
34,53,103,776,703,529,65,30
32,55,113,799,765,520,68,30
34,64,123,795,761,507,65,32
34,73,135,731,863,536,60,30
34,75,154,757,830,511,55,31
34,75,169,749,866,477,58,30
35,77,161,689,799,529,57,31
35,68,163,674,790,515,54,27
32,66,119,849,624,485,64,29
33,55,112,784,715,494,68,27
34,53,103,776,703,529,65,30
32,55,113,799,765,520,68,30
34,64,123,795,761,507,65,32
34,73,135,731,863,536,60,30
34,75,154,757,830,511,55,31
34,75,169,749,866,477,58,30
35,77,161,689,799,529,57,31
35,68,163,674,790,515,54,27
31,57,143,753,754,509,52,28
30,59,137,799,707,486,70,32
31,60,144,896,723,473,72,33
31,50,142,886,729,418,71,33
31,57,135,900,725,403,73,35
33,69,144,841,694,373,86,35
32,71,143,819,706,356,81,33
35,75,133,828,657,405,77,35
36,78,141,944,649,453,79,36
37,71,164,1036,677,499,87,37
40,63,155,1082,705,503,82,41
40,62,154,1114,730,507,73,40
38,58,143,1040,690,531,101,43
35,65,134,1031,738,488,101,42
35,64,111,1000,671,429,94,41
33,65,115,929,592,435,89,38
34,61,102,834,650,431,88,37
34,67,116,856,688,319,56,32
36,61,139,749,633,322,53,31
34,61,134,696,721,365,60,33
40,63,155,1082,705,503,82,41
40,62,154,1114,730,507,73,40
38,58,143,1040,690,531,101,43
35,65,134,1031,738,488,101,42
35,64,111,1000,671,429,94,41
33,65,115,929,592,435,89,38
34,61,102,834,650,431,88,37
34,67,116,856,688,319,56,32
36,61,139,749,633,322,53,31
34,61,134,696,721,365,60,33
37,73,132,733,750,368,66,32
36,75,137,730,725,411,77,34
38,76,131,716,798,404,75,33
36,75,114,749,807,393,76,31
38,79,127,777,769,425,74,32
34,70,130,752,785,432,68,30
43,73,140,788,846,460,73,34
39,67,143,793,798,494,101,40
40,65,144,790,796,543,104,40
41,65,134,697,846,546,106,41
44,66,130,673,922,566,109,43
34,60,123,745,868,521,105,39
34,67,127,682,881,532,78,37
34,81,138,698,885,488,76,39
32,80,135,715,914,436,85,38
29,76,135,811,847,413,88,36
30,78,139,736,821,438,83,35
31,74,137,794,811,483,89,34
