emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
33,148,140,525,660,360,93,114
30,123,121,546,706,386,82,115
32,136,114,533,727,416,74,116
41,148,124,662,760,448,92,115
40,144,145,719,767,453,95,100
41,126,152,641,792,459,90,65
42,121,145,649,804,444,86,57
49,148,164,666,801,417,84,84
44,163,151,639,830,388,73,98
47,166,179,618,763,425,71,100
47,169,180,676,711,409,69,101
47,168,174,662,686,419,74,102
40,131,161,660,728,436,79,96
40,114,172,655,625,412,86,91
37,195,133,659,592,388,85,89
34,198,127,604,667,343,84,119
35,208,128,579,655,366,89,125
32,203,121,557,568,361,99,128
29,205,111,545,653,366,85,121
30,172,99,524,788,355,87,120
31,167,93,509,862,395,104,95
32,175,93,534,836,373,96,88
35,184,101,538,863,349,88,153
38,172,98,443,813,364,91,160
36,127,94,373,686,346,90,161
34,198,127,604,667,343,84,119
35,208,128,579,655,366,89,125
32,203,121,557,568,361,99,128
29,205,111,545,653,366,85,121
30,172,99,524,788,355,87,120
31,167,93,509,862,395,104,95
32,175,93,534,836,373,96,88
35,184,101,538,863,349,88,153
38,172,98,443,813,364,91,160
36,127,94,373,686,346,90,161
37,182,109,364,517,316,70,159
42,174,128,375,526,322,81,163
43,172,124,444,501,389,81,103
40,171,127,437,496,370,81,119
41,178,129,451,604,380,79,121
38,123,139,541,632,400,84,119
30,113,126,566,646,380,90,119
32,143,137,507,685,370,88,114
32,145,130,513,700,380,87,82
32,136,126,511,587,382,88,72
34,133,116,422,564,373,85,98
36,147,119,482,551,393,83,102
34,110,112,482,504,356,80,107
36,122,110,487,558,346,82,113
35,123,120,514,576,331,81,114
36,130,114,548,557,316,99,92
35,142,102,439,575,288,83,110
34,137,98,456,578,297,83,122
35,158,103,481,568,320,103,116
35,159,91,473,610,363,101,116
34,133,116,422,564,373,85,98
36,147,119,482,551,393,83,102
34,110,112,482,504,356,80,107
36,122,110,487,558,346,82,113
35,123,120,514,576,331,81,114
36,130,114,548,557,316,99,92
35,142,102,439,575,288,83,110
34,137,98,456,578,297,83,122
35,158,103,481,568,320,103,116
35,159,91,473,610,363,101,116
36,160,89,589,627,363,99,121
37,130,90,609,664,372,105,127
37,131,88,581,688,411,104,105
33,89,96,616,650,378,82,127
35,105,119,621,674,413,87,140
37,100,117,520,676,440,85,139
41,150,123,487,612,460,89,135
43,155,122,518,569,424,88,136
43,155,109,439,655,429,91,115
42,145,88,461,640,367,105,100
38,154,101,465,633,362,97,125
32,125,95,478,644,334,91,111
31,128,95,500,673,350,92,111
34,131,106,510,664,364,93,112
36,132,118,451,639,361,89,109
33,115,104,426,733,320,82,106
35,108,103,415,789,345,95,106
37,155,110,427,777,307,98,115
39,215,104,450,730,300,96,119
39,215,91,503,819,349,97,120
38,154,101,465,633,362,97,125
32,125,95,478,644,334,91,111
31,128,95,500,673,350,92,111
34,131,106,510,664,364,93,112
36,132,118,451,639,361,89,109
33,115,104,426,733,320,82,106
35,108,103,415,789,345,95,106
37,155,110,427,777,307,98,115
39,215,104,450,730,300,96,119
39,215,91,503,819,349,97,120
40,219,94,475,725,368,97,114
41,215,96,492,678,365,84,110
36,177,90,610,693,394,81,118
33,108,99,592,670,393,97,118
32,110,94,552,632,386,94,129
34,124,99,591,646,369,93,128
33,131,98,589,640,340,91,122
36,137,99,518,610,320,94,105
35,124,94,539,646,338,89,99
35,128,99,534,571,298,77,158
34,157,127,551,571,298,81,149
33,182,148,604,527,344,87,152
33,181,145,524,572,361,86,154
33,183,144,494,520,351,95,174
33,175,143,516,565,344,95,127
31,142,114,555,543,345,95,145
32,125,88,482,587,357,93,143
29,130,100,475,528,341,91,142
33,159,103,488,619,384,73,121
33,167,112,473,602,416,79,106
34,157,127,551,571,298,81,149
33,182,148,604,527,344,87,152
33,181,145,524,572,361,86,154
33,183,144,494,520,351,95,174
33,175,143,516,565,344,95,127
31,142,114,555,543,345,95,145
32,125,88,482,587,357,93,143
29,130,100,475,528,341,91,142
33,159,103,488,619,384,73,121
33,167,112,473,602,416,79,106
39,169,119,480,632,426,77,70
37,149,110,490,595,384,82,64
38,149,103,475,651,387,82,113
36,126,107,488,568,346,77,118
35,126,99,538,547,295,69,122
30,118,96,439,580,308,75,126
30,134,111,443,674,356,78,144
32,128,122,612,710,353,75,112
31,122,124,697,760,384,72,122
33,134,134,653,769,397,75,120
34,130,145,656,746,393,77,120
36,114,152,689,685,382,71,114
38,186,141,656,698,386,72,115
35,190,131,549,645,393,72,99
34,189,116,588,677,443,72,94
36,199,107,661,739,430,76,134
35,201,100,615,725,410,69,129
31,145,118,526,699,396,66,125
31,139,121,537,766,376,70,120
32,123,123,550,704,334,74,120
34,130,145,656,746,393,77,120
36,114,152,689,685,382,71,114
38,186,141,656,698,386,72,115
35,190,131,549,645,393,72,99
34,189,116,588,677,443,72,94
36,199,107,661,739,430,76,134
35,201,100,615,725,410,69,129
31,145,118,526,699,396,66,125
31,139,121,537,766,376,70,120
32,123,123,550,704,334,74,120
28,130,117,485,697,346,62,93
29,133,104,494,751,364,63,95
28,128,87,453,788,385,64,108
32,134,85,550,732,370,71,113
33,162,92,508,756,363,72,115
35,144,92,466,730,383,70,109
33,157,99,452,662,373,77,101
36,157,99,493,639,372,82,92
34,164,111,433,667,386,88,114
36,174,109,464,654,399,83,120
36,197,107,463,610,374,88,118
40,180,113,508,660,354,83,118
37,191,126,509,674,379,78,113
41,182,117,461,669,374,75,89
39,160,120,505,690,363,78,97
39,141,129,513,767,376,79,93
40,170,139,468,765,391,78,114
42,173,129,460,702,353,86,118
40,177,132,450,681,362,78,118
39,171,130,343,671,360,97,125
36,197,107,463,610,374,88,118
40,180,113,508,660,354,83,118
37,191,126,509,674,379,78,113
41,182,117,461,669,374,75,89
39,160,120,505,690,363,78,97
39,141,129,513,767,376,79,93
40,170,139,468,765,391,78,114
42,173,129,460,702,353,86,118
40,177,132,450,681,362,78,118
39,171,130,343,671,360,97,125
40,176,128,346,612,408,108,123
35,150,106,454,666,409,110,103
32,136,104,498,661,399,105,98
32,129,105,529,652,403,120,94
34,142,106,546,661,382,116,130
32,138,107,549,649,319,101,129
32,145,111,518,580,319,102,136
31,141,105,548,590,344,106,140
31,163,104,518,723,303,91,162
30,147,102,507,710,357,70,118
29,152,96,524,719,421,74,114
31,155,108,499,709,407,75,131
37,169,116,421,745,451,82,145
37,149,106,530,620,480,78,127
34,151,105,533,636,440,83,128
34,154,103,551,654,441,87,129
32,157,94,530,790,494,87,103
29,147,92,567,771,475,81,74
30,144,104,596,804,480,85,95
31,147,113,588,839,501,86,93
29,152,96,524,719,421,74,114
31,155,108,499,709,407,75,131
37,169,116,421,745,451,82,145
37,149,106,530,620,480,78,127
34,151,105,533,636,440,83,128
34,154,103,551,654,441,87,129
32,157,94,530,790,494,87,103
29,147,92,567,771,475,81,74
30,144,104,596,804,480,85,95
31,147,113,588,839,501,86,93
32,126,122,591,820,473,84,106
33,107,123,625,689,413,78,107
32,114,144,581,707,359,71,109
30,144,139,494,708,328,75,127
30,147,136,533,679,337,75,125
29,156,128,466,645,340,75,113
28,160,120,436,816,363,80,112
27,147,99,436,752,388,79,129
30,119,100,387,710,370,83,100
31,121,104,391,701,365,80,106
35,135,128,392,721,318,74,109
35,152,132,456,634,329,72,118
39,161,129,446,644,356,107,105
36,168,134,486,656,374,103,117
37,168,133,443,672,423,109,130
38,169,127,648,729,478,117,130
38,171,123,615,632,482,118,124
40,166,119,618,651,481,91,119
41,183,123,626,682,492,112,117
44,178,116,629,616,464,107,104
35,135,128,392,721,318,74,109
35,152,132,456,634,329,72,118
39,161,129,446,644,356,107,105
36,168,134,486,656,374,103,117
37,168,133,443,672,423,109,130
38,169,127,648,729,478,117,130
38,171,123,615,632,482,118,124
40,166,119,618,651,481,91,119
41,183,123,626,682,492,112,117
44,178,116,629,616,464,107,104
39,167,124,464,622,417,100,101
39,153,128,477,649,421,96,97
35,162,137,505,699,434,97,105
35,140,136,486,673,444,79,91
31,138,139,517,721,425,80,88
31,126,117,527,668,442,82,102
31,141,112,473,658,434,87,104
35,136,107,459,610,448,98,108
33,156,93,488,632,434,90,100
33,162,89,452,622,419,90,121
34,164,86,411,623,429,91,121
37,153,102,440,645,430,101,125
34,141,96,418,646,426,92,132
36,114,117,455,662,426,88,130
35,95,116,459,663,444,86,105
38,170,133,493,619,436,85,92
36,182,125,527,605,444,72,84
35,196,132,520,602,435,74,52
39,202,130,432,527,423,86,66
40,206,127,419,531,408,86,94
34,164,86,411,623,429,91,121
37,153,102,440,645,430,101,125
34,141,96,418,646,426,92,132
36,114,117,455,662,426,88,130
35,95,116,459,663,444,86,105
38,170,133,493,619,436,85,92
36,182,125,527,605,444,72,84
35,196,132,520,602,435,74,52
39,202,130,432,527,423,86,66
40,206,127,419,531,408,86,94
36,155,107,388,584,385,82,96
35,147,106,326,552,375,89,103
38,136,105,341,539,330,98,122
33,122,98,389,538,359,93,122
31,136,100,453,505,337,102,120
34,139,101,429,434,337,120,127
35,126,99,432,441,297,164,135
32,159,88,414,463,289,175,129
29,178,86,427,480,213,195,121
32,162,83,361,441,233,327,263
29,156,81,394,441,208,383,287
71,157,83,402,396,192,406,527
74,114,82,406,325,152,404,618
78,131,89,316,249,150,419,680
79,167,94,301,244,114,411,663
82,179,109,241,239,146,412,664
67,176,108,187,266,161,414,530
98,192,110,163,294,198,494,451
103,172,95,167,312,206,520,361
109,148,97,153,292,202,504,402
29,156,81,394,441,208,383,287
71,157,83,402,396,192,406,527
74,114,82,406,325,152,404,618
78,131,89,316,249,150,419,680
79,167,94,301,244,114,411,663
82,179,109,241,239,146,412,664
67,176,108,187,266,161,414,530
98,192,110,163,294,198,494,451
103,172,95,167,312,206,520,361
109,148,97,153,292,202,504,402
119,187,84,141,285,182,467,407
127,195,76,131,272,168,470,385
110,180,69,126,249,117,402,350
107,171,69,92,376,161,367,348
102,172,66,155,454,190,297,232
89,109,62,157,464,197,339,249
63,101,62,157,450,201,302,208
50,126,74,153,432,198,286,206
44,122,73,153,338,181,262,199
35,118,77,101,351,199,267,201
32,125,88,128,365,230,192,114
31,137,89,128,371,233,177,143
34,122,81,126,373,239,169,203
34,163,82,128,378,260,183,214
32,158,71,135,393,231,180,216
34,164,59,123,486,196,180,218
33,152,78,180,514,207,163,196
27,150,85,181,536,197,155,144
26,115,88,175,519,146,128,118
28,116,92,174,578,158,145,131
55,171,297,1065,982,841,169,111
55,181,268,986,1007,832,168,115
53,161,235,960,986,826,162,117
56,166,247,1011,922,832,151,108
58,146,248,966,917,774,126,73
58,147,228,967,988,703,123,66
61,160,231,1024,983,684,115,58
63,212,235,1010,955,647,106,50
66,217,226,1047,971,633,114,51
61,217,232,997,986,604,108,67
58,221,218,971,880,604,101,70
55,205,193,919,905,674,106,70
52,172,194,1002,941,657,105,69
50,168,203,916,890,703,92,70
50,175,192,917,926,692,95,52
48,166,205,940,960,757,106,76
43,155,209,889,890,632,95,102
42,133,202,766,864,677,98,108
36,134,191,812,869,612,90,106
34,115,170,820,769,633,86,106
42,172,136,730,803,559,71,90
45,182,123,793,803,560,71,95
49,188,127,846,859,484,68,92
49,181,132,829,832,416,68,94
48,202,136,770,915,412,65,104
44,157,137,817,915,384,67,122
43,156,147,785,878,417,80,114
44,160,138,682,830,437,92,124
46,188,157,651,865,471,94,123
44,168,162,648,780,487,110,119
42,172,136,730,803,559,71,90
45,182,123,793,803,560,71,95
49,188,127,846,859,484,68,92
49,181,132,829,832,416,68,94
48,202,136,770,915,412,65,104
44,157,137,817,915,384,67,122
43,156,147,785,878,417,80,114
44,160,138,682,830,437,92,124
46,188,157,651,865,471,94,123
44,168,162,648,780,487,110,119
47,187,159,637,695,478,115,100
48,184,157,611,737,458,126,106
51,193,176,669,694,441,119,115
48,178,151,639,635,451,120,118
48,208,148,669,732,456,115,116
48,194,148,659,747,486,108,116
45,187,140,717,703,514,104,103
38,159,114,633,746,566,104,110
39,156,113,619,787,631,111,107
37,121,114,667,704,617,103,105
34,150,125,632,747,581,107,105
34,156,124,610,863,553,98,124
34,158,123,622,853,534,113,112
34,148,124,676,845,427,111,123
41,195,128,620,817,435,123,126
42,216,123,636,822,445,119,126
45,216,135,595,780,504,120,120
45,224,142,661,762,478,112,111
46,222,136,610,839,510,118,110
44,194,123,544,950,530,125,116
34,150,125,632,747,581,107,105
34,156,124,610,863,553,98,124
34,158,123,622,853,534,113,112
34,148,124,676,845,427,111,123
41,195,128,620,817,435,123,126
42,216,123,636,822,445,119,126
45,216,135,595,780,504,120,120
45,224,142,661,762,478,112,111
46,222,136,610,839,510,118,110
44,194,123,544,950,530,125,116
41,171,117,524,898,563,129,135
39,182,102,540,828,508,120,121
39,175,99,594,833,507,124,121
43,179,107,621,802,477,113,123
44,160,105,648,762,436,107,132
47,137,107,656,821,403,105,114
47,143,115,681,917,388,110,113
47,163,124,594,915,380,106,111
41,160,128,598,901,371,110,109
36,159,146,589,837,334,95,98
37,151,148,564,805,322,96,98
38,145,142,554,708,364,118,94
37,125,135,548,760,399,113,104
38,140,135,564,796,402,109,116
40,140,117,591,856,411,115,126
36,136,111,613,838,455,124,127
36,190,113,563,865,480,112,127
43,191,116,588,855,448,112,149
44,195,124,626,847,485,112,132
43,194,130,601,762,518,106,117
37,151,148,564,805,322,96,98
38,145,142,554,708,364,118,94
37,125,135,548,760,399,113,104
38,140,135,564,796,402,109,116
40,140,117,591,856,411,115,126
36,136,111,613,838,455,124,127
36,190,113,563,865,480,112,127
43,191,116,588,855,448,112,149
44,195,124,626,847,485,112,132
43,194,130,601,762,518,106,117
46,218,132,629,767,487,97,136
44,168,139,635,838,446,92,142
44,187,141,643,768,501,106,126
44,173,138,669,690,453,112,127
44,185,148,665,823,512,113,128
44,158,145,616,867,526,124,115
46,158,137,649,778,533,130,131
40,147,124,600,923,504,131,130
39,148,102,466,951,530,127,128
42,161,92,475,876,445,135,127
43,183,117,546,886,440,131,152
49,180,131,502,859,434,130,145
48,175,135,477,725,446,120,142
49,175,141,474,740,429,126,154
45,147,132,472,797,454,126,166
46,153,136,458,728,475,125,142
35,146,123,456,769,458,116,137
36,140,128,444,759,410,146,144
37,170,134,488,788,413,164,152
40,174,144,604,775,388,156,140
43,183,117,546,886,440,131,152
49,180,131,502,859,434,130,145
48,175,135,477,725,446,120,142
49,175,141,474,740,429,126,154
45,147,132,472,797,454,126,166
46,153,136,458,728,475,125,142
35,146,123,456,769,458,116,137
36,140,128,444,759,410,146,144
37,170,134,488,788,413,164,152
40,174,144,604,775,388,156,140
35,175,130,559,772,364,152,139
40,170,167,584,784,382,156,166
41,173,174,656,774,394,133,153
40,161,167,634,692,413,109,135
37,184,161,519,672,398,120,134
37,165,157,523,695,357,118,132
32,211,114,553,766,368,111,127
33,207,102,505,827,350,105,137
32,221,133,537,897,341,107,142
35,226,145,557,888,323,100,142
36,229,154,601,899,356,100,148
36,200,156,558,844,324,119,139
35,198,155,553,780,370,123,132
33,169,144,513,750,353,122,130
30,135,148,506,716,428,122,142
29,141,154,535,723,446,130,139
35,129,155,515,672,512,123,134
34,144,150,497,674,545,117,141
36,147,136,495,666,543,117,149
36,160,135,530,721,498,142,136
36,229,154,601,899,356,100,148
36,200,156,558,844,324,119,139
35,198,155,553,780,370,123,132
33,169,144,513,750,353,122,130
30,135,148,506,716,428,122,142
29,141,154,535,723,446,130,139
35,129,155,515,672,512,123,134
34,144,150,497,674,545,117,141
36,147,136,495,666,543,117,149
36,160,135,530,721,498,142,136
34,143,117,457,693,476,131,151
32,137,114,462,711,451,130,152
32,150,126,474,761,374,133,145
31,169,127,492,778,390,140,131
33,171,112,575,765,386,107,131
35,174,118,555,798,414,105,127
36,184,124,567,793,361,93,108
35,175,113,608,868,450,109,105
34,156,107,629,823,447,93,107
35,164,104,495,837,487,102,127
34,171,120,484,840,455,120,105
36,170,121,464,861,479,120,101
36,178,122,418,792,417,103,98
38,181,149,371,838,422,112,93
37,185,156,454,809,383,111,78
36,180,132,462,770,462,113,99
32,174,125,479,788,465,119,118
33,176,128,464,777,475,124,142
32,164,113,483,717,450,123,148
33,183,118,431,716,473,122,139
34,171,120,484,840,455,120,105
36,170,121,464,861,479,120,101
36,178,122,418,792,417,103,98
38,181,149,371,838,422,112,93
37,185,156,454,809,383,111,78
36,180,132,462,770,462,113,99
32,174,125,479,788,465,119,118
33,176,128,464,777,475,124,142
32,164,113,483,717,450,123,148
33,183,118,431,716,473,122,139
33,186,122,533,837,389,104,122
35,182,126,547,791,390,101,119
36,182,129,545,759,404,91,105
37,195,140,562,769,401,91,101
34,162,150,563,726,390,90,100
33,151,155,591,682,398,92,104
30,155,155,554,650,411,99,132
33,129,159,583,609,367,103,134
35,133,144,548,632,396,92,133
36,126,125,528,653,382,88,134
37,165,125,571,573,380,81,132
41,167,123,609,625,377,64,88
38,184,138,602,653,379,56,70
35,169,138,622,684,390,77,99
35,170,141,673,663,389,88,101
33,138,136,551,645,402,97,107
28,154,145,551,617,351,100,120
36,175,127,578,579,357,98,117
39,187,126,619,528,374,98,103
42,189,128,579,547,380,104,126
37,165,125,571,573,380,81,132
41,167,123,609,625,377,64,88
38,184,138,602,653,379,56,70
35,169,138,622,684,390,77,99
35,170,141,673,663,389,88,101
33,138,136,551,645,402,97,107
28,154,145,551,617,351,100,120
36,175,127,578,579,357,98,117
39,187,126,619,528,374,98,103
42,189,128,579,547,380,104,126
46,196,126,596,652,452,102,138
52,189,117,554,678,455,102,157
45,157,120,539,755,451,109,163
43,143,115,482,816,427,97,157
39,164,111,471,832,419,81,138
39,158,107,432,770,330,83,151
33,156,105,501,751,331,117,141
38,154,98,501,764,314,124,135
39,153,97,494,676,309,134,136
42,129,108,540,636,327,131,135
40,157,112,581,615,388,129,106
42,181,108,523,635,410,105,92
41,177,107,507,579,506,113,134
41,210,109,559,600,514,119,142
42,204,99,517,601,530,125,143
44,200,97,496,672,495,129,154
43,173,112,552,723,531,143,143
39,172,111,566,782,451,153,114
39,130,108,516,760,420,143,115
33,145,101,508,806,424,142,128
40,157,112,581,615,388,129,106
42,181,108,523,635,410,105,92
41,177,107,507,579,506,113,134
41,210,109,559,600,514,119,142
42,204,99,517,601,530,125,143
44,200,97,496,672,495,129,154
43,173,112,552,723,531,143,143
39,172,111,566,782,451,153,114
39,130,108,516,760,420,143,115
33,145,101,508,806,424,142,128
32,164,104,479,754,449,154,118
34,161,91,433,685,457,150,125
34,164,90,369,614,447,127,139
34,166,109,332,668,465,124,147
38,178,119,325,623,433,120,147
35,161,125,456,641,385,107,148
35,173,150,452,646,355,93,144
34,187,153,457,701,364,85,119
38,211,142,486,663,346,88,109
37,198,133,551,703,369,101,109
37,177,140,486,678,377,100,108
34,169,112,460,687,334,97,106
34,188,119,549,590,446,118,125
34,172,131,548,670,460,117,118
35,181,130,511,708,448,110,120
38,180,116,457,723,510,114,136
40,191,113,537,789,506,114,151
43,168,115,535,882,443,105,138
40,176,115,528,808,434,103,133
37,157,111,573,745,418,114,123
37,177,140,486,678,377,100,108
34,169,112,460,687,334,97,106
34,188,119,549,590,446,118,125
34,172,131,548,670,460,117,118
35,181,130,511,708,448,110,120
38,180,116,457,723,510,114,136
40,191,113,537,789,506,114,151
43,168,115,535,882,443,105,138
40,176,115,528,808,434,103,133
37,157,111,573,745,418,114,123
36,219,109,600,912,368,103,105
34,215,122,555,885,391,119,85
38,205,130,523,889,373,113,79
38,195,118,537,976,433,129,78
38,227,131,462,1025,530,127,95
38,186,134,501,899,521,132,108
39,179,125,513,869,517,125,113
34,175,122,473,824,506,131,113
35,173,135,566,747,483,130,136
39,141,128,587,727,412,125,125
36,132,146,525,744,450,125,131
41,130,147,514,809,456,132,134
38,132,131,583,837,521,132,155
37,130,132,487,832,511,121,138
37,154,131,462,782,492,114,133
